,ISBN,address,booktitle,doi,journal,language,month,note,number,pages,publisher,title,url,volume,year,clean,title_Arxiv,pdf_url_Arxiv,published_Arxiv,result_Arxiv,idv1,Arxiv_name,id,version,Anth_name,Succes,w_Anth,w_Arxiv,pages_Anth,pages_Arxiv,cosine,ref_Anth,ref_Arxiv,Jaccard,cosine_avg
34,,"Online and Punta Cana, Dominican Republic",Proceedings of the 2021 Conference on Empirical Methods in Natural Language Processing,10.18653/v1/2021.emnlp-main.114,,,November,,,1522--1528,Association for Computational Linguistics,When differential privacy meets NLP: The devil is in the detail,https://aclanthology.org/2021.emnlp-main.114,,2021,When differential privacy meets NLP  The devil is in the detail,When differential privacy meets NLP: The devil is in the detail,http://arxiv.org/pdf/2109.03175v1,2021-09-07 16:12:25+00:00,http://arxiv.org/abs/2109.03175v1,2109.03175v1,2109.03175v1.When_differential_privacy_meets_NLP_The_devil_is_in_the_detail.pdf,2109.03175v1,1,,1.0,4515.0,4598.0,7.0,8.0,,12.0,10.0,0.9653846153846154,0.854139
35,,"Punta Cana, Dominican Republic",Proceedings of The Joint 15th Linguistic Annotation Workshop (LAW) and 3rd Designing Meaning Representations (DMR) Workshop,10.18653/v1/2021.law-1.14,,,November,,,133--138,Association for Computational Linguistics,On Releasing Annotator-Level Labels and Information in Datasets,https://aclanthology.org/2021.law-1.14,,2021,On Releasing Annotator Level Labels and Information in Datasets,On Releasing Annotator-Level Labels and Information in Datasets,http://arxiv.org/pdf/2110.05699v1,2021-10-12 02:35:45+00:00,http://arxiv.org/abs/2110.05699v1,2110.05699v1,2110.05699v1.On_Releasing_Annotator_Level_Labels_and_Information_in_Datasets.pdf,2110.05699v1,1,Anth-On Releasing Annotator-Level Labels and Information in Datasets.pdf,1.0,3515.0,3484.0,6.0,6.0,,44.0,35.0,0.9877800407331976,0.888325
36,,"Punta Cana, Dominican Republic",Proceedings of the First Workshop on Causal Inference and NLP,10.18653/v1/2021.cinlp-1.6,,,November,,,74--82,Association for Computational Linguistics,A Survey of Online Hate Speech through the Causal Lens,https://aclanthology.org/2021.cinlp-1.6,,2021,A Survey of Online Hate Speech through the Causal Lens,A Survey of Online Hate Speech through the Causal Lens,http://arxiv.org/pdf/2109.08120v1,2021-09-16 17:13:55+00:00,http://arxiv.org/abs/2109.08120v1,2109.08120v1,2109.08120v1.A_Survey_of_Online_Hate_Speech_through_the_Causal_Lens.pdf,2109.08120v1,1,Anth-A Survey of Online Hate Speech through the Causal Lens.pdf,1.0,5807.0,5778.0,9.0,9.0,,64.0,56.0,0.9917247386759582,0.943193
37,,"Online and Punta Cana, Dominican Republic",Proceedings of the 2021 Conference on Empirical Methods in Natural Language Processing,10.18653/v1/2021.emnlp-main.480,,,November,,,5930--5940,Association for Computational Linguistics,Learning to Selectively Learn for Weakly-supervised Paraphrase Generation,https://aclanthology.org/2021.emnlp-main.480,,2021,Learning to Selectively Learn for Weakly supervised Paraphrase Generation,Learning to Selectively Learn for Weakly-supervised Paraphrase Generation,http://arxiv.org/pdf/2109.12457v1,2021-09-25 23:31:13+00:00,http://arxiv.org/abs/2109.12457v1,2109.12457v1,2109.12457v1.Learning_to_Selectively_Learn_for_Weakly_supervised_Paraphrase_Generation.pdf,2109.12457v1,1,Anth-Learning to Selectively Learn for Weakly-supervised Paraphrase Generation.pdf,1.0,7165.0,7132.0,11.0,11.0,,84.0,75.0,0.9903213317847465,0.955851
38,,"Punta Cana, Dominican Republic",Proceedings of the 1st Workshop on Multilingual Representation Learning,10.18653/v1/2021.mrl-1.7,,,November,,,74--85,Association for Computational Linguistics,Multilingual and Multilabel Emotion Recognition using Virtual Adversarial Training,https://aclanthology.org/2021.mrl-1.7,,2021,Multilingual and Multilabel Emotion Recognition using Virtual Adversarial Training,Multilingual and Multilabel Emotion Recognition using Virtual Adversarial Training,http://arxiv.org/pdf/2111.06181v1,2021-11-11 12:47:44+00:00,http://arxiv.org/abs/2111.06181v1,2111.06181v1,2111.06181v1.Multilingual_and_Multilabel_Emotion_Recognition_using_Virtual_Adversarial_Training.pdf,2111.06181v1,1,Anth-Multilingual and Multilabel Emotion Recognition using Virtual Adversarial Training.pdf,1.0,6675.0,6644.0,12.0,12.0,,83.0,69.0,0.9922606924643584,0.947985
39,,"Online and Punta Cana, Dominican Republic",Proceedings of the 2021 Conference on Empirical Methods in Natural Language Processing,10.18653/v1/2021.emnlp-main.661,,,November,,,8396--8409,Association for Computational Linguistics,A Strong Baseline for Query Efficient Attacks in a Black Box Setting,https://aclanthology.org/2021.emnlp-main.661,,2021,A Strong Baseline for Query Efficient Attacks in a Black Box Setting,A Strong Baseline for Query Efficient Attacks in a Black Box Setting,http://arxiv.org/pdf/2109.04775v1,2021-09-10 10:46:32+00:00,http://arxiv.org/abs/2109.04775v1,2109.04775v1,2109.04775v1.A_Strong_Baseline_for_Query_Efficient_Attacks_in_a_Black_Box_Setting.pdf,2109.04775v1,1,Anth-A Strong Baseline for Query Efficient Attacks in a Black Box Setting.pdf,1.0,7993.0,7957.0,14.0,14.0,,69.0,52.0,0.991125453812021,0.973032
40,,Online,Proceedings of the 3rd Workshop on Natural Language Processing for Conversational AI,10.18653/v1/2021.nlp4convai-1.21,,,November,,,228--242,Association for Computational Linguistics,Style Control for Schema-Guided Natural Language Generation,https://aclanthology.org/2021.nlp4convai-1.21,,2021,Style Control for Schema Guided Natural Language Generation,Style Control for Schema-Guided Natural Language Generation,http://arxiv.org/pdf/2109.12211v1,2021-09-24 21:47:58+00:00,http://arxiv.org/abs/2109.12211v1,2109.12211v1,2109.12211v1.Style_Control_for_Schema_Guided_Natural_Language_Generation.pdf,2109.12211v1,1,Anth-Style Control for Schema-Guided Natural Language Generation.pdf,1.0,9080.0,9043.0,15.0,15.0,,80.0,66.0,0.9923664122137404,0.956207
41,,"Online and Punta Cana, Dominican Republic",Proceedings of the 2021 Conference on Empirical Methods in Natural Language Processing,10.18653/v1/2021.emnlp-main.665,,,November,,,8457--8469,Association for Computational Linguistics,Graph Algorithms for Multiparallel Word Alignment,https://aclanthology.org/2021.emnlp-main.665,,2021,Graph Algorithms for Multiparallel Word Alignment,Graph Algorithms for Multiparallel Word Alignment,http://arxiv.org/pdf/2109.06283v1,2021-09-13 19:40:29+00:00,http://arxiv.org/abs/2109.06283v1,2109.06283v1,2109.06283v1.Graph_Algorithms_for_Multiparallel_Word_Alignment.pdf,2109.06283v1,1,Anth-Graph Algorithms for Multiparallel Word Alignment.pdf,1.0,7749.0,7712.0,13.0,13.0,,77.0,63.0,0.9905159332321699,0.949039
42,,"Online and Punta Cana, Dominican Republic",Proceedings of the 2021 Conference on Empirical Methods in Natural Language Processing,10.18653/v1/2021.emnlp-main.650,,,November,,,8246--8257,Association for Computational Linguistics,Sequence Length is a Domain: Length-based Overfitting in Transformer Models,https://aclanthology.org/2021.emnlp-main.650,,2021,Sequence Length is a Domain  Length based Overfitting in Transformer Models,Sequence Length is a Domain: Length-based Overfitting in Transformer Models,http://arxiv.org/pdf/2109.07276v1,2021-09-15 13:25:19+00:00,http://arxiv.org/abs/2109.07276v1,2109.07276v1,2109.07276v1.Sequence_Length_is_a_Domain_Length_based_Overfitting_in_Transformer_Models.pdf,2109.07276v1,1,,1.0,6104.0,6070.0,12.0,12.0,,45.0,37.0,0.9921104536489151,0.935527
43,,"Punta Cana, Dominican Republic",Findings of the Association for Computational Linguistics: EMNLP 2021,10.18653/v1/2021.findings-emnlp.370,,,November,,,4357--4366,Association for Computational Linguistics,Does Vision-and-Language Pretraining Improve Lexical Grounding?,https://aclanthology.org/2021.findings-emnlp.370,,2021,Does Vision and Language Pretraining Improve Lexical Grounding ,Does Vision-and-Language Pretraining Improve Lexical Grounding?,http://arxiv.org/pdf/2109.10246v1,2021-09-21 15:12:39+00:00,http://arxiv.org/abs/2109.10246v1,2109.10246v1,2109.10246v1.Does_Vision_and_Language_Pretraining_Improve_Lexical_Grounding.pdf,2109.10246v1,1,,1.0,6367.0,6336.0,10.0,10.0,,57.0,49.0,0.9901414487783969,0.944768
44,,"Online and Punta Cana, Dominican Republic",Proceedings of the 2021 Conference on Empirical Methods in Natural Language Processing,10.18653/v1/2021.emnlp-main.119,,,November,,,1583--1596,Association for Computational Linguistics,Sorting through the noise: Testing robustness of information processing in pre-trained language models,https://aclanthology.org/2021.emnlp-main.119,,2021,Sorting through the noise  Testing robustness of information processing in pre trained language models,Sorting through the noise: Testing robustness of information processing in pre-trained language models,http://arxiv.org/pdf/2109.12393v1,2021-09-25 16:02:23+00:00,http://arxiv.org/abs/2109.12393v1,2109.12393v1,2109.12393v1.Sorting_through_the_noise_Testing_robustness_of_information_processing_in_pre_trained_language_models.pdf,2109.12393v1,1,,1.0,7292.0,7256.0,14.0,14.0,,46.0,44.0,0.9906450024618415,0.967358
45,,Online,Proceedings of the 16th Conference of the European Chapter of the Association for Computational Linguistics: Main Volume,10.18653/v1/2021.eacl-main.288,,,April,,,3281--3292,Association for Computational Linguistics,Cognition-aware Cognate Detection,https://aclanthology.org/2021.eacl-main.288,,2021,Cognition aware Cognate Detection,Cognition-aware Cognate Detection,http://arxiv.org/pdf/2112.08087v1,2021-12-15 12:48:04+00:00,http://arxiv.org/abs/2112.08087v1,2112.08087v1,2112.08087v1.Cognition_aware_Cognate_Detection.pdf,2112.08087v1,1,Anth-Cognition-aware Cognate Detection.pdf,1.0,7628.0,7584.0,12.0,12.0,,68.0,58.0,0.99117529081428,0.958645
46,,Online,Findings of the Association for Computational Linguistics: ACL-IJCNLP 2021,10.18653/v1/2021.findings-acl.379,,,August,,,4332--4339,Association for Computational Linguistics,Modulating Language Models with Emotions,https://aclanthology.org/2021.findings-acl.379,,2021,Modulating Language Models with Emotions,Modulating Language Models with Emotions,http://arxiv.org/pdf/2108.07886v1,2021-08-17 21:32:49+00:00,http://arxiv.org/abs/2108.07886v1,2108.07886v1,2108.07886v1.Modulating_Language_Models_with_Emotions.pdf,2108.07886v1,1,Anth-Modulating Language Models with Emotions.pdf,1.0,4949.0,4922.0,8.0,8.0,,85.0,77.0,0.9933269780743565,0.953761
47,,Online,Proceedings of the 4th Workshop on Challenges and Applications of Automated Extraction of Socio-political Events from Text (CASE 2021),10.18653/v1/2021.case-1.6,,,August,,,31--42,Association for Computational Linguistics,Modality and Negation in Event Extraction,https://aclanthology.org/2021.case-1.6,,2021,Modality and Negation in Event Extraction,Modality and Negation in Event Extraction,http://arxiv.org/pdf/2109.09393v1,2021-09-20 09:39:23+00:00,http://arxiv.org/abs/2109.09393v1,2109.09393v1,2109.09393v1.Modality_and_Negation_in_Event_Extraction.pdf,2109.09393v1,1,Anth-Modality and Negation in Event Extraction.pdf,1.0,7364.0,7323.0,12.0,12.0,,72.0,62.0,0.9906855439642325,0.952764
48,,"Online and Punta Cana, Dominican Republic",Proceedings of the 2021 Conference on Empirical Methods in Natural Language Processing,10.18653/v1/2021.emnlp-main.371,,,November,,,4511--4526,Association for Computational Linguistics,Multi-granularity Textual Adversarial Attack with Behavior Cloning,https://aclanthology.org/2021.emnlp-main.371,,2021,Multi granularity Textual Adversarial Attack with Behavior Cloning,Multi-granularity Textual Adversarial Attack with Behavior Cloning,http://arxiv.org/pdf/2109.04367v1,2021-09-09 15:46:45+00:00,http://arxiv.org/abs/2109.04367v1,2109.04367v1,2109.04367v1.Multi_granularity_Textual_Adversarial_Attack_with_Behavior_Cloning.pdf,2109.04367v1,1,Anth-Multi-granularity Textual Adversarial Attack with Behavior Cloning.pdf,1.0,9167.0,9129.0,16.0,16.0,,112.0,90.0,0.9928885878767355,0.968032
49,,"Punta Cana, Dominican Republic","Proceedings of the Fourth Workshop on Computational Models of Reference, Anaphora and Coreference",10.18653/v1/2021.crac-1.2,,,November,,,12--23,Association for Computational Linguistics,Coreference Resolution for the Biomedical Domain: A Survey,https://aclanthology.org/2021.crac-1.2,,2021,Coreference Resolution for the Biomedical Domain  A Survey,Coreference Resolution for the Biomedical Domain: A Survey,http://arxiv.org/pdf/2109.12424v1,2021-09-25 19:09:47+00:00,http://arxiv.org/abs/2109.12424v1,2109.12424v1,2109.12424v1.Coreference_Resolution_for_the_Biomedical_Domain_A_Survey.pdf,2109.12424v1,1,,1.0,6123.0,6082.0,12.0,12.0,,83.0,72.0,0.989843028624192,0.947183
50,,"Online and Punta Cana, Dominican Republic",Proceedings of the 2021 Conference on Empirical Methods in Natural Language Processing,10.18653/v1/2021.emnlp-main.495,,,November,,,6128--6137,Association for Computational Linguistics,Single-dataset Experts for Multi-dataset Question Answering,https://aclanthology.org/2021.emnlp-main.495,,2021,Single dataset Experts for Multi dataset Question Answering,Single-dataset Experts for Multi-dataset Question Answering,http://arxiv.org/pdf/2109.13880v1,2021-09-28 17:08:22+00:00,http://arxiv.org/abs/2109.13880v1,2109.13880v1,2109.13880v1.Single_dataset_Experts_for_Multi_dataset_Question_Answering.pdf,2109.13880v1,1,Anth-Single-dataset Experts for Multi-dataset Question Answering.pdf,1.0,5505.0,5536.0,10.0,10.0,,46.0,39.0,0.9451988360814743,0.894209
51,,"Online and Punta Cana, Dominican Republic",Proceedings of the Second Workshop on Insights from Negative Results in NLP,10.18653/v1/2021.insights-1.11,,,November,,,67--73,Association for Computational Linguistics,On the Difficulty of Segmenting Words with Attention,https://aclanthology.org/2021.insights-1.11,,2021,On the Difficulty of Segmenting Words with Attention,On the Difficulty of Segmenting Words with Attention,http://arxiv.org/pdf/2109.10107v1,2021-09-21 11:37:08+00:00,http://arxiv.org/abs/2109.10107v1,2109.10107v1,2109.10107v1.On_the_Difficulty_of_Segmenting_Words_with_Attention.pdf,2109.10107v1,1,Anth-On the Difficulty of Segmenting Words with Attention.pdf,1.0,4717.0,4686.0,7.0,7.0,,27.0,22.0,0.989042675893887,0.928348
52,,"Miyazaki, Japan",Proceedings of the Eleventh International Conference on Language Resources and Evaluation ({LREC} 2018),,,,May,,,,European Language Resources Association (ELRA),Indian Language Wordnets and their Linkages with Princeton WordNet,https://aclanthology.org/L18-1728,,2018,Indian Language Wordnets and their Linkages with Princeton WordNet,Indian Language Wordnets and their Linkages with Princeton WordNet,http://arxiv.org/pdf/2201.02977v1,2022-01-09 10:12:31+00:00,http://arxiv.org/abs/2201.02977v1,2201.02977v1,2201.02977v1.Indian_Language_Wordnets_and_their_Linkages_with_Princeton_WordNet.pdf,2201.02977v1,1,Anth-Indian Language Wordnets and their Linkages with Princeton WordNet.pdf,1.0,2641.0,2635.0,4.0,4.0,,22.0,16.0,0.9719148936170213,0.967543
53,,"Punta Cana, Dominican Republic",Findings of the Association for Computational Linguistics: EMNLP 2021,10.18653/v1/2021.findings-emnlp.254,,,November,,,2967--2975,Association for Computational Linguistics,LMSOC: An Approach for Socially Sensitive Pretraining,https://aclanthology.org/2021.findings-emnlp.254,,2021,LMSOC  An Approach for Socially Sensitive Pretraining,LMSOC: An Approach for Socially Sensitive Pretraining,http://arxiv.org/pdf/2110.10319v1,2021-10-20 00:10:37+00:00,http://arxiv.org/abs/2110.10319v1,2110.10319v1,2110.10319v1.LMSOC_An_Approach_for_Socially_Sensitive_Pretraining.pdf,2110.10319v1,1,,1.0,5534.0,5502.0,9.0,9.0,,53.0,43.0,0.986848760748609,0.939542
54,,"Punta Cana, Dominican Republic",Findings of the Association for Computational Linguistics: EMNLP 2021,10.18653/v1/2021.findings-emnlp.322,,,November,,,3812--3830,Association for Computational Linguistics,Searching for More Efficient Dynamic Programs,https://aclanthology.org/2021.findings-emnlp.322,,2021,Searching for More Efficient Dynamic Programs,Searching for More Efficient Dynamic Programs,http://arxiv.org/pdf/2109.06966v1,2021-09-14 20:52:55+00:00,http://arxiv.org/abs/2109.06966v1,2109.06966v1,2109.06966v1.Searching_for_More_Efficient_Dynamic_Programs.pdf,2109.06966v1,1,Anth-Searching for More Efficient Dynamic Programs.pdf,1.0,11273.0,11230.0,19.0,19.0,,117.0,106.0,0.9890380926281173,0.968548
55,,"Online and Punta Cana, Dominican Republic",Proceedings of the 2021 Conference on Empirical Methods in Natural Language Processing,10.18653/v1/2021.emnlp-main.816,,,November,,,10438--10449,Association for Computational Linguistics,Separating Retention from Extraction in the Evaluation of End-to-end Relation Extraction,https://aclanthology.org/2021.emnlp-main.816,,2021,Separating Retention from Extraction in the Evaluation of End to end Relation Extraction,Separating Retention from Extraction in the Evaluation of End-to-end Relation Extraction,http://arxiv.org/pdf/2109.12008v1,2021-09-24 15:04:39+00:00,http://arxiv.org/abs/2109.12008v1,2109.12008v1,2109.12008v1.Separating_Retention_from_Extraction_in_the_Evaluation_of_End_to_end_Relation_Extraction.pdf,2109.12008v1,1,Anth-Separating Retention from Extraction in the Evaluation of End-to-end Relation Extraction.pdf,1.0,5874.0,5842.0,12.0,12.0,,53.0,45.0,0.9827898550724637,0.956719
56,,"Punta Cana, Dominican Republic",Proceedings of the 2nd Workshop on Evaluation and Comparison of NLP Systems,10.18653/v1/2021.eval4nlp-1.3,,,November,,,16--31,Association for Computational Linguistics,How Emotionally Stable is ALBERT? Testing Robustness with Stochastic Weight Averaging on a Sentiment Analysis Task,https://aclanthology.org/2021.eval4nlp-1.3,,2021,How Emotionally Stable is ALBERT  Testing Robustness with Stochastic Weight Averaging on a Sentiment Analysis Task,How Emotionally Stable is ALBERT? Testing Robustness with Stochastic Weight Averaging on a Sentiment Analysis Task,http://arxiv.org/pdf/2111.09612v1,2021-11-18 10:39:01+00:00,http://arxiv.org/abs/2111.09612v1,2111.09612v1,2111.09612v1.How_Emotionally_Stable_is_ALBERT_Testing_Robustness_with_Stochastic_Weight_Averaging_on_a_Sentiment_Analysis_Task.pdf,2111.09612v1,1,,1.0,8562.0,8526.0,16.0,16.0,,45.0,39.0,0.9813890149795733,0.975573
57,,Online,"Proceedings of the 1st Workshop on Natural Language Generation, Evaluation, and Metrics (GEM 2021)",10.18653/v1/2021.gem-1.11,,,August,,,121--135,Association for Computational Linguistics,Reusable Templates and Guides For Documenting Datasets and Models for Natural Language Processing and Generation: A Case Study of the HuggingFace and GEM Data and Model Cards,https://aclanthology.org/2021.gem-1.11,,2021,Reusable Templates and Guides For Documenting Datasets and Models for Natural Language Processing and Generation  A Case Study of the HuggingFace and GEM Data and Model Cards,Reusable Templates and Guides For Documenting Datasets and Models for Natural Language Processing and Generation: A Case Study of the HuggingFace and GEM Data and Model Cards,http://arxiv.org/pdf/2108.07374v1,2021-08-16 23:15:09+00:00,http://arxiv.org/abs/2108.07374v1,2108.07374v1,2108.07374v1.Reusable_Templates_and_Guides_For_Documenting_Datasets_and_Models_for_Natural_Language_Processing_and_Generation_A_Case_Study_of_the_HuggingFace_and_GEM_Data_and_Model_Cards.pdf,2108.07374v1,1,,1.0,9254.0,9215.0,15.0,15.0,,73.0,64.0,0.9921821889870837,0.971495
58,,"Online and Punta Cana, Dominican Republic",Proceedings of the 2021 Conference on Empirical Methods in Natural Language Processing: System Demonstrations,10.18653/v1/2021.emnlp-demo.11,,,November,,,87--95,Association for Computational Linguistics,Thermostat: A Large Collection of NLP Model Explanations and Analysis Tools,https://aclanthology.org/2021.emnlp-demo.11,,2021,Thermostat  A Large Collection of NLP Model Explanations and Analysis Tools,Thermostat: A Large Collection of NLP Model Explanations and Analysis Tools,http://arxiv.org/pdf/2108.13961v1,2021-08-31 16:42:35+00:00,http://arxiv.org/abs/2108.13961v1,2108.13961v1,2108.13961v1.Thermostat_A_Large_Collection_of_NLP_Model_Explanations_and_Analysis_Tools.pdf,2108.13961v1,1,,1.0,4690.0,4657.0,9.0,9.0,,82.0,75.0,0.9935258964143426,0.937079
59,,"Punta Cana, Dominican Republic",Findings of the Association for Computational Linguistics: EMNLP 2021,10.18653/v1/2021.findings-emnlp.300,,,November,,,3534--3546,Association for Computational Linguistics,Exploring a Unified Sequence-To-Sequence Transformer for Medical Product Safety Monitoring in Social Media,https://aclanthology.org/2021.findings-emnlp.300,,2021,Exploring a Unified Sequence To Sequence Transformer for Medical Product Safety Monitoring in Social Media,Exploring a Unified Sequence-To-Sequence Transformer for Medical Product Safety Monitoring in Social Media,http://arxiv.org/pdf/2109.05815v1,2021-09-13 09:37:39+00:00,http://arxiv.org/abs/2109.05815v1,2109.05815v1,2109.05815v1.Exploring_a_Unified_Sequence_To_Sequence_Transformer_for_Medical_Product_Safety_Monitoring_in_Social_Media.pdf,2109.05815v1,1,Anth-Exploring a Unified Sequence-To-Sequence Transformer for Medical Product Safety Monitoring in Social Media.pdf,1.0,7856.0,7824.0,13.0,13.0,,59.0,48.0,0.9930045470444211,0.965919
60,,"Online and Punta Cana, Dominican Republic",Proceedings of the 2021 Conference on Empirical Methods in Natural Language Processing,10.18653/v1/2021.emnlp-main.705,,,November,,,8949--8964,Association for Computational Linguistics,Benchmarking Commonsense Knowledge Base Population with an Effective Evaluation Dataset,https://aclanthology.org/2021.emnlp-main.705,,2021,Benchmarking Commonsense Knowledge Base Population with an Effective Evaluation Dataset,Benchmarking Commonsense Knowledge Base Population with an Effective Evaluation Dataset,http://arxiv.org/pdf/2109.07679v1,2021-09-16 02:50:01+00:00,http://arxiv.org/abs/2109.07679v1,2109.07679v1,2109.07679v1.Benchmarking_Commonsense_Knowledge_Base_Population_with_an_Effective_Evaluation_Dataset.pdf,2109.07679v1,1,Anth-Benchmarking Commonsense Knowledge Base Population with an Effective Evaluation Dataset.pdf,1.0,9842.0,9804.0,16.0,16.0,,97.0,79.0,0.993455497382199,0.977615
61,,"Punta Cana, Dominican Republic",Proceedings of the 1st Workshop on Multilingual Representation Learning,10.18653/v1/2021.mrl-1.1,,,November,,,1--15,Association for Computational Linguistics,Language Models are Few-shot Multilingual Learners,https://aclanthology.org/2021.mrl-1.1,,2021,Language Models are Few shot Multilingual Learners,Language Models are Few-shot Multilingual Learners,http://arxiv.org/pdf/2109.07684v1,2021-09-16 03:08:22+00:00,http://arxiv.org/abs/2109.07684v1,2109.07684v1,2109.07684v1.Language_Models_are_Few_shot_Multilingual_Learners.pdf,2109.07684v1,1,Anth-Language Models are Few-shot Multilingual Learners.pdf,1.0,7760.0,7424.0,15.0,14.0,,108.0,93.0,0.956196181205541,0.90689
62,,"Punta Cana, Dominican Republic",Proceedings of the 3rd Workshop on Machine Reading for Question Answering,10.18653/v1/2021.mrqa-1.11,,,November,,,106--112,Association for Computational Linguistics,ParaShoot: A Hebrew Question Answering Dataset,https://aclanthology.org/2021.mrqa-1.11,,2021,ParaShoot  A Hebrew Question Answering Dataset,ParaShoot: A Hebrew Question Answering Dataset,http://arxiv.org/pdf/2109.11314v1,2021-09-23 11:59:38+00:00,http://arxiv.org/abs/2109.11314v1,2109.11314v1,2109.11314v1.ParaShoot_A_Hebrew_Question_Answering_Dataset.pdf,2109.11314v1,1,,1.0,3558.0,3529.0,7.0,7.0,,35.0,28.0,0.9916417910447761,0.915809
63,,"Online and Punta Cana, Dominican Republic",Proceedings of the Second Workshop on Insights from Negative Results in NLP,10.18653/v1/2021.insights-1.17,,,November,,,117--124,Association for Computational Linguistics,Investigating the Effect of Natural Language Explanations on Out-of-Distribution Generalization in Few-shot NLI,https://aclanthology.org/2021.insights-1.17,,2021,Investigating the Effect of Natural Language Explanations on Out of Distribution Generalization in Few shot NLI,Investigating the Effect of Natural Language Explanations on Out-of-Distribution Generalization in Few-shot NLI,http://arxiv.org/pdf/2110.06223v1,2021-10-12 18:00:02+00:00,http://arxiv.org/abs/2110.06223v1,2110.06223v1,2110.06223v1.Investigating_the_Effect_of_Natural_Language_Explanations_on_Out_of_Distribution_Generalization_in_Few_shot_NLI.pdf,2110.06223v1,1,Anth-Investigating the Effect of Natural Language Explanations on Out-of-Distribution Generalization in Few-shot NLI.pdf,1.0,4309.0,4277.0,8.0,8.0,,25.0,18.0,0.9828259172521467,0.933213
64,,Virtual,Proceedings of the Second Workshop on Simple and Efficient Natural Language Processing,10.18653/v1/2021.sustainlp-1.16,,,November,,,155--165,Association for Computational Linguistics,Efficient Domain Adaptation of Language Models via Adaptive Tokenization,https://aclanthology.org/2021.sustainlp-1.16,,2021,Efficient Domain Adaptation of Language Models via Adaptive Tokenization,Efficient Domain Adaptation of Language Models via Adaptive Tokenization,http://arxiv.org/pdf/2109.07460v1,2021-09-15 17:51:27+00:00,http://arxiv.org/abs/2109.07460v1,2109.07460v1,2109.07460v1.Efficient_Domain_Adaptation_of_Language_Models_via_Adaptive_Tokenization.pdf,2109.07460v1,1,Anth-Efficient Domain Adaptation of Language Models via Adaptive Tokenization.pdf,1.0,6501.0,6468.0,11.0,11.0,,62.0,50.0,0.993705743509048,0.935548
65,,"Punta Cana, Dominican Republic",Findings of the Association for Computational Linguistics: EMNLP 2021,10.18653/v1/2021.findings-emnlp.374,,,November,,,4398--4409,Association for Computational Linguistics,Influence Tuning: Demoting Spurious Correlations via Instance Attribution and Instance-Driven Updates,https://aclanthology.org/2021.findings-emnlp.374,,2021,Influence Tuning  Demoting Spurious Correlations via Instance Attribution and Instance Driven Updates,Influence Tuning: Demoting Spurious Correlations via Instance Attribution and Instance-Driven Updates,http://arxiv.org/pdf/2110.03212v1,2021-10-07 06:59:46+00:00,http://arxiv.org/abs/2110.03212v1,2110.03212v1,2110.03212v1.Influence_Tuning_Demoting_Spurious_Correlations_via_Instance_Attribution_and_Instance_Driven_Updates.pdf,2110.03212v1,1,,1.0,7817.0,7856.0,12.0,12.0,,56.0,47.0,0.9820408163265306,0.938052
66,,"Punta Cana, Dominican Republic",Proceedings of the 2nd Workshop on Evaluation and Comparison of NLP Systems,10.18653/v1/2021.eval4nlp-1.17,,,November,,,165--178,Association for Computational Linguistics,The Eval4NLP Shared Task on Explainable Quality Estimation: Overview and Results,https://aclanthology.org/2021.eval4nlp-1.17,,2021,The Eval4NLP Shared Task on Explainable Quality Estimation  Overview and Results,The Eval4NLP Shared Task on Explainable Quality Estimation: Overview and Results,http://arxiv.org/pdf/2110.04392v1,2021-10-08 21:57:08+00:00,http://arxiv.org/abs/2110.04392v1,2110.04392v1,2110.04392v1.The_Eval4NLP_Shared_Task_on_Explainable_Quality_Estimation_Overview_and_Results.pdf,2110.04392v1,1,,1.0,8627.0,8590.0,14.0,14.0,,85.0,68.0,0.9929236499068901,0.967148
67,,"Punta Cana, Dominican Republic",Findings of the Association for Computational Linguistics: EMNLP 2021,10.18653/v1/2021.findings-emnlp.282,,,November,,,3316--3333,Association for Computational Linguistics,The Low-Resource Double Bind: An Empirical Study of Pruning for Low-Resource Machine Translation,https://aclanthology.org/2021.findings-emnlp.282,,2021,The Low Resource Double Bind  An Empirical Study of Pruning for Low Resource Machine Translation,The Low-Resource Double Bind: An Empirical Study of Pruning for Low-Resource Machine Translation,http://arxiv.org/pdf/2110.03036v1,2021-10-06 19:48:18+00:00,http://arxiv.org/abs/2110.03036v1,2110.03036v1,2110.03036v1.The_Low_Resource_Double_Bind_An_Empirical_Study_of_Pruning_for_Low_Resource_Machine_Translation.pdf,2110.03036v1,1,,1.0,10320.0,10283.0,18.0,18.0,,186.0,173.0,0.9931015452538632,0.975476
